acquired,plot,blue,green,red,nir,row,panel,Date,Treatment,Block,PM_severity,DM_severity,total_dis,geometry,centroid,DM_inc,PM_inc
20220622,11,0.0619724137931034,0.0904379310344827,0.0954344827586206,0.3433724137931034,1,11,2022-06-22,34.0,PM,0.0,0.075,1.425,"POLYGON ((-77.01613850422115 42.87846450926, -77.01622493421546 42.87848145926097, -77.01622188639168 42.878490178010075, -77.01613545638585 42.87847322800707, -77.01613850422115 42.87846450926))",POINT (-77.01618019530333 42.87847734363459),0.0,0.0
20220622,12,0.0625035714285714,0.0906214285714285,0.0959571428571428,0.3440821428571428,1,12,2022-06-22,11.0,PM,0.0,0.075,0.575,"POLYGON ((-77.01622493421546 42.87848145926097, -77.0163126942097 42.87849793926196, -77.01630964639764 42.87850665801316, -77.01622188639168 42.878490178010075, -77.01622493421546 42.87848145926097))",POINT (-77.0162672903035 42.87849405863662),0.0,0.0
20220622,13,0.0603066666666666,0.0877133333333333,0.0932,0.3239866666666667,1,13,2022-06-22,28.0,PM,0.0,0.1,1.0,"POLYGON ((-77.0163126942097 42.87849793926196, -77.01639960420395 42.878514359262944, -77.01639655640352 42.878523078016194, -77.01630964639764 42.87850665801316, -77.0163126942097 42.87849793926196))",POINT (-77.01635462530355 42.878510508638634),0.0,0.0
20220622,14,0.0640137931034482,0.0914103448275862,0.0997551724137931,0.3186172413793103,1,14,2022-06-22,16.0,PM,0.0,0.0,0.6,"POLYGON ((-77.01639960420395 42.878514359262944, -77.01648440419838 42.878530209263886, -77.01648135640927 42.87853892801913, -77.01639655640352 42.878523078016194, -77.01639960420395 42.878514359262944))",POINT (-77.01644048030364 42.87852664364061),0.0,0.0
20220622,15,0.0581965517241379,0.0846482758620689,0.0886241379310344,0.3247344827586207,1,15,2022-06-22,1.0,PM,0.0,0.15,1.9,"POLYGON ((-77.01648440419838 42.878530209263886, -77.01657162419265 42.878547489264875, -77.01656857641517 42.8785562080222, -77.01648135640927 42.87853892801913, -77.01648440419838 42.878530209263886))",POINT (-77.01652649030365 42.87854320864258),0.0,0.0
20220622,16,0.0614354838709677,0.0869258064516129,0.0911935483870967,0.3118129032258064,1,16,2022-06-22,21.0,PM,0.0,0.1,1.25,"POLYGON ((-77.01657162419265 42.878547489264875, -77.01666455418655 42.878565659265924, -77.01666150642144 42.878574378025434, -77.01656857641517 42.8785562080222, -77.01657162419265 42.878547489264875))",POINT (-77.01661656530372 42.87856093364467),5.0,0.0
20220622,17,0.06219375,0.090309375,0.097409375,0.3452375,2,1,2022-06-22,10.0,PM,0.0,0.0,2.9,"POLYGON ((-77.01526519363786 42.878326687245526, -77.01535716363179 42.87834444724656, -77.01535413697367 42.878353169984464, -77.01526216696745 42.87833540998127, -77.01526519363786 42.878326687245526))",POINT (-77.01530966530248 42.878339928614515),0.0,0.0
20220622,18,0.0629964285714285,0.0917928571428571,0.0999071428571428,0.3321428571428571,2,2,2022-06-22,32.0,PM,0.0,0.0,1.65,"POLYGON ((-77.01535716363179 42.87834444724656, -77.01544010362635 42.878360347247515, -77.0154370769793 42.87836906998736, -77.01535413697367 42.878353169984464, -77.01535716363179 42.87834444724656))",POINT (-77.01539712030262 42.87835675861655),0.0,0.0
20220622,19,0.0607862068965517,0.0910758620689655,0.0983724137931034,0.3361620689655172,2,3,2022-06-22,7.0,PM,0.0,0.0,0.3,"POLYGON ((-77.01544010362635 42.878360347247515, -77.01552583362069 42.87837611724848, -77.01552280698512 42.87838483999034, -77.0154370769793 42.87836906998736, -77.01544010362635 42.878360347247515))",POINT (-77.01548145530275 42.8783725936185),0.0,0.0
20220622,20,0.06079375,0.089025,0.095784375,0.340021875,2,4,2022-06-22,29.0,PM,0.0,0.025,1.625,"POLYGON ((-77.01552583362069 42.87837611724848, -77.01561655361472 42.878393657249504, -77.01561352699126 42.878402379993496, -77.01552280698512 42.87838483999034, -77.01552583362069 42.87837611724848))",POINT (-77.01556968030273 42.87838924862052),0.0,0.0
20220622,21,0.0638241379310344,0.0913068965517241,0.0998137931034482,0.3410827586206896,2,5,2022-06-22,36.0,PM,0.0,0.0,1.1,"POLYGON ((-77.01561655361472 42.878393657249504, -77.01570177360908 42.87840924725045, -77.01569874699705 42.87841796999645, -77.01561352699126 42.878402379993496, -77.01561655361472 42.878393657249504))",POINT (-77.01565765030291 42.878405813622564),0.0,0.0
20220622,22,0.0614310344827586,0.088651724137931,0.095851724137931,0.3349965517241379,2,6,2022-06-22,15.0,PM,0.0,0.0,0.4,"POLYGON ((-77.01570177360908 42.87840924725045, -77.01578994360328 42.87842550725146, -77.01578691700306 42.87843422999952, -77.01569874699705 42.87841796999645, -77.01570177360908 42.87840924725045))",POINT (-77.015744345303 42.87842173862455),0.0,0.0
20220622,23,0.0649448275862069,0.0937241379310344,0.1054137931034482,0.3252379310344827,2,7,2022-06-22,19.0,PM,0.0,0.4,0.55,"POLYGON ((-77.01578994360328 42.87842550725146, -77.0158741935977 42.87844101725241, -77.01587116700875 42.87844974000245, -77.01578691700306 42.87843422999952, -77.01578994360328 42.87842550725146))",POINT (-77.0158305553031 42.878437623626546),10.0,0.0
20220622,24,0.0676964285714285,0.0966821428571428,0.109225,0.3233464285714286,2,8,2022-06-22,2.0,PM,0.0,0.15,0.5,"POLYGON ((-77.0158741935977 42.87844101725241, -77.01596197359193 42.8784577972534, -77.01595894701471 42.8784665200055, -77.01587116700875 42.87844974000245, -77.0158741935977 42.87844101725241))",POINT (-77.01591657030309 42.87845376862851),0.0,0.0
20220622,25,0.071190625,0.10164375,0.116675,0.325503125,2,9,2022-06-22,33.0,PM,0.0,0.075,0.275,"POLYGON ((-77.01596197359193 42.8784577972534, -77.01605269358596 42.87847410725443, -77.01604966702091 42.87848283000867, -77.01595894701471 42.8784665200055, -77.01596197359193 42.8784577972534))",POINT (-77.01600582030329 42.878470313630594),0.0,0.0
20220622,26,0.0666571428571428,0.095775,0.1070321428571428,0.322675,2,10,2022-06-22,6.0,PM,0.0,0.0,0.5,"POLYGON ((-77.01605269358596 42.87847410725443, -77.0161384035803 42.87849049725541, -77.01613537702671 42.878499220011655, -77.01604966702091 42.87848283000867, -77.01605269358596 42.87847410725443))",POINT (-77.0160940353033 42.878486663632614),0.0,0.0
20220622,28,0.0683258064516129,0.0965096774193548,0.1098838709677419,0.3109935483870968,2,12,2022-06-22,30.0,PM,0.0,0.1,0.25,"POLYGON ((-77.01622414357463 42.878506377256386, -77.01631334356878 42.87852341725739, -77.01631031703857 42.878532140017754, -77.01622111703252 42.878515100014646, -77.01622414357463 42.878506377256386))",POINT (-77.01626723030346 42.878519258636615),0.0,0.0
20220622,29,0.0678965517241379,0.0961,0.1098413793103448,0.2954068965517241,2,13,2022-06-22,18.0,PM,0.0,0.0,0.55,"POLYGON ((-77.01631334356878 42.87852341725739, -77.0163990835631 42.87853944725836, -77.01639605704437 42.87854817002073, -77.01631031703857 42.878532140017754, -77.01631334356878 42.87852341725739))",POINT (-77.01635470030357 42.87853579363863),0.0,0.0
20220622,30,0.06615,0.09392,0.10432,0.3021533333333333,2,14,2022-06-22,25.0,PM,0.0,0.0,0.6,"POLYGON ((-77.0163990835631 42.87853944725836, -77.01648455355748 42.878555717259346, -77.01648152705017 42.87856444002372, -77.01639605704437 42.87854817002073, -77.0163990835631 42.87853944725836))",POINT (-77.01644030530362 42.878551943640616),0.0,0.0
20220622,32,0.0654870967741935,0.0910290322580645,0.1014774193548387,0.2930548387096774,2,16,2022-06-22,8.0,PM,0.0,0.35,0.6,"POLYGON ((-77.01657232355171 42.87857230726035, -77.01666522354556 42.87858943726138, -77.01666219706243 42.878598160029995, -77.01656929705614 42.87858103002678, -77.01657232355171 42.87857230726035))",POINT (-77.01661726030383 42.878585233644706),0.0,0.0
20220622,33,0.0578172413793103,0.0874344827586206,0.0899862068965517,0.3529758620689655,3,1,2022-06-22,4.0,PM,0.0,0.0,1.25,"POLYGON ((-77.01526711463642 42.878349949317695, -77.0153567946305 42.87836706931872, -77.01535374597496 42.878375787912304, -77.01526406596888 42.87835866790916, -77.01526711463642 42.878349949317695))",POINT (-77.01531043030252 42.87836286861454),0.0,0.0
20220622,35,0.0647827586206896,0.0944689655172413,0.1034965517241379,0.3626551724137931,3,3,2022-06-22,20.0,PM,0.0,0.0,2.0,"POLYGON ((-77.01544332462481 42.878383069319675, -77.01552941461914 42.87839975932065, -77.01552636598664 42.87840847791833, -77.01544027598082 42.87839178791532, -77.01544332462481 42.878383069319675))",POINT (-77.01548484530268 42.87839577361856),0.0,0.0
20220622,37,0.0592714285714285,0.0878714285714285,0.0887857142857142,0.3611571428571428,3,5,2022-06-22,13.0,PM,0.0,0.0,1.25,"POLYGON ((-77.01561916461324 42.87841697932166, -77.01570468460761 42.8784327193226, -77.01570163599854 42.87844143792444, -77.01561611599273 42.878425697921465, -77.01561916461324 42.87841697932166))",POINT (-77.01566040030295 42.878429208622634),0.0,0.0
20220622,39,0.0604333333333333,0.0880533333333333,0.0935066666666666,0.3383066666666666,3,7,2022-06-22,36.0,PM,0.0,0.0,0.5,"POLYGON ((-77.01579154460191 42.87844946932359, -77.01587709459628 42.87846557932455, -77.01587404601023 42.878474297930474, -77.01578849600443 42.878458187927485, -77.01579154460191 42.87844946932359))",POINT (-77.01583279530308 42.8784618836266),0.0,0.0
20220622,40,0.0589793103448275,0.0867344827586206,0.0922206896551724,0.3533344827586206,3,8,2022-06-22,6.0,PM,0.0,0.0,0.75,"POLYGON ((-77.01587709459628 42.87846557932455, -77.01596324459061 42.878481699325526, -77.01596019601607 42.87849041793347, -77.01587404601023 42.878474297930474, -77.01587709459628 42.87846557932455))",POINT (-77.01591864530316 42.878477998628576),0.0,0.0
20220622,41,0.0609551724137931,0.0872655172413793,0.0919241379310344,0.3664241379310344,3,9,2022-06-22,18.0,PM,0.0,0.0,2.25,"POLYGON ((-77.01596324459061 42.878481699325526, -77.0160529845847 42.87849893932652, -77.01604993602213 42.87850765793659, -77.01596019601607 42.87849041793347, -77.01596324459061 42.878481699325526))",POINT (-77.0160065903032 42.878494678630595),0.0,0.0
20220622,43,0.0652266666666666,0.0930266666666666,0.1028233333333333,0.3272266666666666,3,11,2022-06-22,2.0,PM,0.0,0.0,1.0,"POLYGON ((-77.01613963457898 42.878515279327495, -77.01622501457337 42.878531369328435, -77.0162219660338 42.87854008794258, -77.016136586028 42.87852399793961, -77.01613963457898 42.878515279327495))",POINT (-77.0161808003034 42.878527683634616),0.0,0.0
20220622,45,0.0629655172413793,0.0891482758620689,0.0987724137931034,0.3155448275862069,3,13,2022-06-22,33.0,PM,0.0,0.375,1.375,"POLYGON ((-77.0163129745676 42.87854819932944, -77.01640065456179 42.87856452933044, -77.01639760604569 42.87857324794875, -77.01630992603975 42.87855691794567, -77.0163129745676 42.87854819932944))",POINT (-77.01635529030358 42.87856072363865),0.0,0.0
20220622,46,0.0631833333333333,0.0873433333333333,0.0931133333333333,0.3067166666666666,3,14,2022-06-22,15.0,PM,0.0,0.0,2.0,"POLYGON ((-77.01640065456179 42.87856452933044, -77.01648429455629 42.87858037933136, -77.01648124605134 42.87858909795165, -77.01639760604569 42.87857324794875, -77.01640065456179 42.87856452933044))",POINT (-77.01644095030365 42.878576813640635),0.0,0.0
20220622,47,0.0597166666666666,0.0836366666666666,0.0894433333333333,0.2963533333333333,3,15,2022-06-22,21.0,PM,0.0,0.0,1.0,"POLYGON ((-77.01648429455629 42.87858037933136, -77.01657338455043 42.87859736933237, -77.01657033605737 42.87860608795477, -77.01648124605134 42.87858909795165, -77.01648429455629 42.87858037933136))",POINT (-77.0165273153037 42.87859323364261),0.0,0.0
20220622,48,0.0594806451612903,0.0846903225806451,0.0894483870967741,0.2931387096774193,3,16,2022-06-22,11.0,PM,0.0,0.0,0.75,"POLYGON ((-77.01657338455043 42.87859736933237, -77.01666505454439 42.878614339333424, -77.0166620060636 42.878623057957995, -77.01657033605737 42.87860608795477, -77.01657338455043 42.87859736933237))",POINT (-77.01661769530384 42.87861021364472),0.0,0.0
20220622,49,0.0635935483870967,0.0925935483870967,0.100158064516129,0.3378645161290322,4,1,2022-06-22,24.0,PM,0.0,0.0,0.45,"POLYGON ((-77.01526739175482 42.87837428066731, -77.01535814174883 42.87839186066833, -77.01535507885663 42.87840057656277, -77.01526432885052 42.8783829965596, -77.01526739175482 42.87837428066731))",POINT (-77.0153112353025 42.878387428614566),0.0,0.0
20220622,51,0.0622551724137931,0.0894172413793103,0.0969379310344827,0.3444586206896551,4,3,2022-06-22,4.0,PM,0.0,0.0,0.9,"POLYGON ((-77.01544345174324 42.87840790066927, -77.01553001173755 42.87842466067023, -77.01552694886827 42.87843337656876, -77.01544038886243 42.87841661656575, -77.01544345174324 42.87840790066927))",POINT (-77.0154852003027 42.87842063861857),0.0,0.0
20220622,52,0.0617678571428571,0.0905607142857142,0.0979678571428571,0.3466821428571428,4,4,2022-06-22,31.0,PM,0.0,0.0,0.95,"POLYGON ((-77.01553001173755 42.87842466067023, -77.0156187417317 42.87844160067122, -77.01561567887427 42.878450316571865, -77.01552694886827 42.87843337656876, -77.01553001173755 42.87842466067023))",POINT (-77.0155728453028 42.8784374886206),0.0,0.0
20220622,53,0.0654178571428571,0.0928357142857142,0.1021285714285714,0.3361357142857142,4,5,2022-06-22,16.0,PM,0.0,0.0,0.8,"POLYGON ((-77.0156187417317 42.87844160067122, -77.01570350172612 42.87845740067217, -77.01570043888002 42.878466116574835, -77.01561567887427 42.878450316571865, -77.0156187417317 42.87844160067122))",POINT (-77.01565959030292 42.87845385862261),0.0,0.0
20220622,55,0.067803448275862,0.0951724137931034,0.1078206896551724,0.324851724137931,4,7,2022-06-22,27.0,PM,0.0,0.0,1.65,"POLYGON ((-77.01579319172025 42.87847469067316, -77.01587793171466 42.878490580674125, -77.01587486889183 42.878499296580934, -77.0157901288861 42.878483406577956, -77.01579319172025 42.87847469067316))",POINT (-77.01583403030308 42.878486993626616),0.0,0.0
20220622,57,0.0631,0.090403125,0.100303125,0.332803125,4,9,2022-06-22,29.0,PM,0.0,0.0,1.65,"POLYGON ((-77.01596482170893 42.87850734067508, -77.016055121703 42.87852461067609, -77.0160520589038 42.878533326587124, -77.0159617588977 42.87851605658397, -77.01596482170893 42.87850734067508))",POINT (-77.01600844030321 42.87852033363064),0.0,0.0
20220622,59,0.0650037037037037,0.0918629629629629,0.1010333333333333,0.3162444444444444,4,11,2022-06-22,32.0,PM,0.0,0.0,1.0,"POLYGON ((-77.01614105169733 42.87854079067705, -77.01622534169181 42.87855694067798, -77.01622227891532 42.87856565659308, -77.01613798890962 42.878549506590126, -77.01614105169733 42.87854079067705))",POINT (-77.0161816653034 42.87855322363464),0.0,0.0
20220622,60,0.0650333333333333,0.0921366666666666,0.1017,0.3066733333333333,4,12,2022-06-22,10.0,PM,0.0,0.0,1.45,"POLYGON ((-77.01622534169181 42.87855694067798, -77.016313871686 42.87857350067899, -77.01631080892135 42.87858221659618, -77.01622227891532 42.87856565659308, -77.01622534169181 42.87855694067798))",POINT (-77.01626807530349 42.87856957863664),0.0,0.0
20220622,61,0.0628766666666666,0.0900266666666666,0.09764,0.2972766666666667,4,13,2022-06-22,23.0,PM,0.0,0.0,1.0,"POLYGON ((-77.016313871686 42.87857350067899, -77.01639988168033 42.87858975067994, -77.01639681892716 42.87859846659918, -77.01631080892135 42.87858221659618, -77.016313871686 42.87857350067899))",POINT (-77.01635534530358 42.87858598363865),0.0,0.0
20220622,62,0.0639703703703703,0.089474074074074,0.0983074074074074,0.2940074074074074,4,14,2022-06-22,7.0,PM,0.0,0.0,0.3,"POLYGON ((-77.01639988168033 42.87858975067994, -77.01648472167476 42.8786055506809, -77.01648165893293 42.87861426660216, -77.01639681892716 42.87859846659918, -77.01639988168033 42.87858975067994))",POINT (-77.0164407703037 42.87860200864064),0.0,0.0
20220622,63,0.0642322580645161,0.0894774193548387,0.0980741935483871,0.2868193548387097,4,15,2022-06-22,3.0,PM,0.0,0.0,1.5,"POLYGON ((-77.01648472167476 42.8786055506809, -77.01657264166897 42.87862236068189, -77.01656957893887 42.878631076605245, -77.01648165893293 42.87861426660216, -77.01648472167476 42.8786055506809))",POINT (-77.01652715030373 42.878618313642626),0.0,0.0
20220622,65,0.0660322580645161,0.0943709677419354,0.1051870967741935,0.3393225806451612,5,1,2022-06-22,20.0,PM,0.0,0.0,0.95,"POLYGON ((-77.01526685786503 42.878399549928844, -77.0153598378589 42.878417429929875, -77.0153567827466 42.878426147301276, -77.01526380274031 42.87840826729803, -77.01526685786503 42.878399549928844))",POINT (-77.01531182030254 42.87841284861457),0.0,0.0
20220622,67,0.0601724137931034,0.0869586206896551,0.0940689655172413,0.3386724137931034,5,3,2022-06-22,8.0,PM,0.0,0.025,0.725,"POLYGON ((-77.0154445978533 42.878433109930825, -77.01553102784763 42.87844998993179, -77.01552797275818 42.87845870730725, -77.01544154275233 42.87844182730425, -77.0154445978533 42.878433109930825))",POINT (-77.01548628530266 42.878445908618595),0.0,0.0
20220622,68,0.0598516129032258,0.085958064516129,0.0915322580645161,0.3405516129032258,5,4,2022-06-22,1.0,PM,0.0,0.1,1.75,"POLYGON ((-77.01553102784763 42.87844998993179, -77.0156199378418 42.87846688993278, -77.01561688276422 42.87847560731037, -77.01552797275818 42.87845870730725, -77.01553102784763 42.87844998993179))",POINT (-77.01557395530281 42.878462798620625),0.0,0.0
20220622,69,0.060903448275862,0.0875931034482758,0.0962827586206896,0.3374137931034482,5,5,2022-06-22,34.0,PM,0.0,0.175,0.575,"POLYGON ((-77.0156199378418 42.87846688993278, -77.01570538783616 42.87848288993374, -77.01570233277 42.87849160731334, -77.01561688276422 42.87847560731037, -77.0156199378418 42.87846688993278))",POINT (-77.0156611353029 42.87847924862263),0.0,0.0
20220622,70,0.0619533333333333,0.0887,0.0965033333333333,0.3337199999999999,5,6,2022-06-22,9.0,PM,0.0,0.125,0.575,"POLYGON ((-77.01570538783616 42.87848288993374, -77.01579373783034 42.87849940993472, -77.01579068277599 42.87850812731643, -77.01570233277 42.87849160731334, -77.01570538783616 42.87848288993374))",POINT (-77.015748035303 42.87849550862464),0.0,0.0
20220622,71,0.0642571428571428,0.0925928571428571,0.1064035714285714,0.3128785714285714,5,7,2022-06-22,30.0,PM,0.0,0.0,1.5,"POLYGON ((-77.01579373783034 42.87849940993472, -77.01587810782479 42.878515309935665, -77.01587505278171 42.87852402731938, -77.01579068277599 42.87850812731643, -77.01579373783034 42.87849940993472))",POINT (-77.01583439530309 42.87851171862663),0.0,0.0
20220622,72,0.0626068965517241,0.0919241379310344,0.1023551724137931,0.3296551724137931,5,8,2022-06-22,25.0,PM,0.0,0.0,0.75,"POLYGON ((-77.01587810782479 42.878515309935665, -77.01596637781898 42.87853151993666, -77.0159633227877 42.878540237322454, -77.01587505278171 42.87852402731938, -77.01587810782479 42.878515309935665))",POINT (-77.0159207153032 42.87852777362862),0.0,0.0
20220622,73,0.0660709677419355,0.0952516129032258,0.1076741935483871,0.3335096774193548,5,9,2022-06-22,12.0,PM,0.0,0.025,0.725,"POLYGON ((-77.01596637781898 42.87853151993666, -77.01605537781312 42.87854840993766, -77.01605232279373 42.87855712732557, -77.0159633227877 42.878540237322454, -77.01596637781898 42.87853151993666))",POINT (-77.01600935030324 42.87854432363066),0.0,0.0
20220622,75,0.0646620689655172,0.0920689655172413,0.1009620689655172,0.3141241379310344,5,11,2022-06-22,19.0,PM,0.0,0.025,0.225,"POLYGON ((-77.01614220780739 42.87856482993863, -77.0162260178019 42.878581059939584, -77.01622296280527 42.87858977733155, -77.0161391527996 42.878573547328614, -77.01614220780739 42.87856482993863))",POINT (-77.01618258530338 42.878577303634664),0.0,0.0
20220622,76,0.0642866666666666,0.0909133333333333,0.0990933333333333,0.3038733333333333,5,12,2022-06-22,17.0,PM,0.0,0.0,1.15,"POLYGON ((-77.0162260178019 42.878581059939584, -77.01631318779616 42.878597749940546, -77.01631013281117 42.87860646733458, -77.01622296280527 42.87858977733155, -77.0162260178019 42.878581059939584))",POINT (-77.01626807530346 42.87859376363664),0.0,0.0
20220622,77,0.06238,0.0885566666666666,0.09593,0.2996966666666666,5,13,2022-06-22,5.0,PM,0.0,0.0,1.1,"POLYGON ((-77.01631318779616 42.878597749940546, -77.01640067779041 42.87861410994152, -77.01639762281711 42.87862282733763, -77.01631013281117 42.87860646733458, -77.01631318779616 42.878597749940546))",POINT (-77.0163554053036 42.87861028863865),0.0,0.0
20220622,79,0.0622482758620689,0.0859586206896551,0.0935793103448275,0.2877482758620689,5,15,2022-06-22,28.0,PM,0.0,0.0,0.5,"POLYGON ((-77.01648529778484 42.87863081994249, -77.01657290777905 42.87864656994346, -77.01656985282875 42.878655287343676, -77.0164822428228 42.87863953734061, -77.01648529778484 42.87863081994249))",POINT (-77.01652757530381 42.878643053642655),0.0,0.0
20220622,81,0.0639548387096774,0.0928612903225806,0.1011451612903225,0.3454903225806451,6,1,2022-06-22,13.0,PM,0.0,0.125,1.125,"POLYGON ((-77.01526800160877 42.87842297063936, -77.01536037160271 42.8784411206404, -77.0153573090028 42.87844983659079, -77.01526493899657 42.878431686587554, -77.01526800160877 42.87842297063936))",POINT (-77.01531265530248 42.878436403614586),0.0,0.0
20220622,82,0.0631766666666666,0.0908133333333333,0.09765,0.34957,6,2,2022-06-22,22.0,PM,0.0,0.125,0.875,"POLYGON ((-77.01536037160271 42.8784411206404, -77.0154456615971 42.87845715064137, -77.01544259900858 42.87846586659377, -77.0153573090028 42.87844983659079, -77.01536037160271 42.8784411206404))",POINT (-77.01540148530268 42.87845349361666),0.0,0.0
20220622,83,0.0606566666666666,0.0893,0.0939433333333333,0.35802,6,3,2022-06-22,24.0,PM,0.0,0.0,0.5,"POLYGON ((-77.0154456615971 42.87845715064137, -77.0155322615914 42.87847390064232, -77.01552919901442 42.8784826165968, -77.01544259900858 42.87846586659377, -77.0154456615971 42.87845715064137))",POINT (-77.01548743030271 42.87846988361863),0.0,0.0
20220622,84,0.0619862068965517,0.0895896551724138,0.0962758620689655,0.350351724137931,6,4,2022-06-22,12.0,PM,0.0,0.125,1.125,"POLYGON ((-77.0155322615914 42.87847390064232, -77.01562214158547 42.87849056064331, -77.01561907902051 42.87849927659992, -77.01552919901442 42.8784826165968, -77.0155322615914 42.87847390064232))",POINT (-77.01557567030284 42.87848658862066),0.0,0.0
20220622,85,0.06091,0.0898533333333333,0.0934166666666666,0.3528199999999999,6,5,2022-06-22,22.0,PM,0.0,0.125,0.875,"POLYGON ((-77.01562214158547 42.87849056064331, -77.01570681157992 42.87850649064424, -77.01570374902627 42.878515206602884, -77.01561907902051 42.87849927659992, -77.01562214158547 42.87849056064331))",POINT (-77.01566294530294 42.87850288362267),0.0,0.0
20220622,86,0.0619366666666666,0.0895766666666666,0.0965766666666666,0.3365766666666667,6,6,2022-06-22,35.0,PM,0.0,0.125,1.125,"POLYGON ((-77.01570681157992 42.87850649064424, -77.0157951115741 42.87852324064525, -77.01579204903224 42.87853195660597, -77.01570374902627 42.878515206602884, -77.01570681157992 42.87850649064424))",POINT (-77.01574943030298 42.87851922362465),0.0,0.0
20220622,87,0.0644703703703703,0.093874074074074,0.1035962962962963,0.3164074074074074,6,7,2022-06-22,14.0,PM,0.0,0.0,0.5,"POLYGON ((-77.0157951115741 42.87852324064525, -77.01587963156855 42.8785394106462, -77.01587656903797 42.87854812660894, -77.01579204903224 42.87853195660597, -77.0157951115741 42.87852324064525))",POINT (-77.01583584030308 42.878535683626666),0.0,0.0
